detail_path,university,lablink,content
https://phdkim.net/professor/10627/info/,"Nanyang Technological University
            College of Computing and Data Science",https://jaehong31.github.io/,"<div class=""open-lab-content-area"">연구 분야:<br/>• Multimodal AI (image, video, language, 3D, etc)<br/>• Embodied AI<br/>• Trustworthy AI<br/>• 그 외 최신 AI/Deep Learning 연구 주제<br/><br/>자세한 연구 내용은 아래 링크를 참고하세요:<br/>- https://jaehong31.github.io/<br/>- https://scholar.google.com/citations?user=-5comoUAAAAJ&amp;hl=en</div>"
https://phdkim.net/professor/10314/info/,"가천대학교
            기초의학",https://sites.google.com/view/bglab,"<div class=""open-lab-content-area"">우리 연구실은 2023년에 시작한 랩으로 인천 송도 국제도시에 위치하고 있습니다. 단백질 및 기타 생체분자의 구조와 기능에 대한 깊은 이해를 바탕으로, 질병의 진단과 치료에 기여하는 연구를 수행합니다. Cryo-EM (극저온 전자현미경법), X-ray crystallography (X-ray 결정학), in silico 컴퓨터 모델링 등의 구조생물학적 접근과 함께, 단백질의 정제와 이를 이용한 in vitro 생화학/생물리학적 기능 분석을 통한 복잡한 생물학적 프로세스 해석에 중점을 두고 연구하고 있습니다.<br/><br/>연구실과 PI에 대한 소개는 다음의 링크들로 확인할 수 있습니다.<br/><a href=""https://sites.google.com/view/bglab"" target=""_blank""> - 연구실 홈페이지</a> <br/><a href=""http://lcdi.gachon.ac.kr/web/home.php?go=professor.view&amp;professor_num=45&amp;s_list=A"" target=""_blank""> - 연구원 PI 소개</a><br/><a href=""https://scholar.google.com/citations?user=CUbx9yQAAAAJ&amp;hl=en"" target=""_blank""> - Google Scholar : BG Lee</a><br/><br/>현재 중점을 두고 있는 연구과제는 다음과 같습니다.<br/>- 염색체 조립 관련 단백질 복합체들의 구조 규명을 통한 작동원리 및 기능 규명, 타겟 치료제 개발 (과제: 우수신진연구)<br/>- 구조기반 신약 디자인을 통한 질환 억제제 개발 (과제: 국가신약개발)<br/>- 단백질치료제 개발 및 공정 개발 (과제: 바이오의료기술개발) <br/><br/>세포주기 메커니즘 규명의 기초연구와 치료제 개발의 응용연구가 함께 수행되는 연구실로써, 연구과정동안 높은 impact의 논문들을 출판할 수 있으며, 졸업 시 여러 연구기관, 제약회사 및 바이오로직스 기업에서 필요로 하는 단백질 발현/정제 기술과 구조 분석 기술에 대한 전문성을 가지게 될 것입</div>"
https://phdkim.net/professor/5724/info/,"성균관대학교(자연과학)
            화학공학부",https://pdse.skku.edu,"<div class=""open-lab-content-area"">성균관대학교 화학공학과 공정설계 및 시스템공학 (Process Design and Systems Engineering, PDSE) 연구실은 시스템 공학 기법을 바이오/헬스케어 분야에 접목하여 혁신적인 연구를 수행합니다. 저희는 복잡한 세포 시스템을 시스템 수준에서 규명하고 그 기능을 개선·설계하는 데 집중하며, 이를 위해 고처리량 오믹스 데이터와 같은 대규모 빅데이터 분석과 세포의 생리 및 대사 과정을 예측하는 계산 모델 개발을 핵심 과제로 다룹니다. 본 연구실에서는 통계 분석, 머신러닝/AI, 수학적 모델링, 공정 제어 및 최적화 등 첨단 시스템 공학 기법을 실제 바이오 공정에 활용하고 전문적으로 습득하게 되며, 궁극적으로 바이오의약품의 설계 및 생산 제조 향상에 기여할 미래지향적인 시스템 생명공학 전문가로 성장할 기회를 제공합니다.<br/>홈페이지: https://pdse.skku.edu/<br/><br/>[연구실 주요 연구 주제 및 진행중인 혁신 프로젝트]<br/><br/>연구 분야 1. 자율주행 바이오 제조공정을 위한 디지털 트윈 구축<br/>•	목표: AI 기반 자율주행 바이오 공정 실현 및 생산 효율 극대화<br/>•	주요 개발 기술: (1) 라만 PAT 실시간 모니터링 및 적응형 제어, (2) 공정 빅데이터 기반 AI/ML 예측 모델링, (3) 가상세포(in silico) 모델링 (4) Physical AI<br/><br/>연구 분야 2. 정밀 헬스케어: 마이크로바이옴 공학 및 환자 맞춤형 디지털 트윈<br/>•	목표: 환자 맞춤형 질병 치료제 개발<br/>•	주요 개발 기술: (1) 마이크로바이옴 데이터 분석 및 가상세포 모델링 기반 생균치료제(LBP) 설계. (2) 멀티오믹스 기반 가상 당뇨병 환자 디지털 트윈 구축 및 인슐린 용량 의사결정 지원 시스템 개발.<br/><br/>연구 분야 3. 합성생물학 기반 차세대 바이오치료제 설계<br/>•	목표: 복합적인 다중모달 치료제 설계 및 제조 공정 혁신<br/>•	주요 기술: 차세대 다중모달 바이오치료제 디자인을 위한 코돈최적화, 최적링커 설계 및 단백질 구조예측 기반 합성생물</div>"
https://phdkim.net/professor/9479/info/,"광운대학교
            전자공학과",https://sites.google.com/view/park-andl/,"<div class=""open-lab-content-area"">광운대학교 전자공학과 차세대 반도체 소자 연구실에서 대학원생을 모집합니다.<br/>본 연구실은 TFT / Flash memory / Computing device 분야 연구를 진행하고 있습니다. (서울시 노원구 광운로 20 광운대학교 참빛관)<br/>반도체 소자 분야에 관심 있는 학생들의 지원 바랍니다.<br/><br/>모집 분야 및 시기 (2026년 봄학기)<br/>- 석사/박사/석박통합<br/>- 원서접수 2차: 2025년 12월 8일(월) ~ 12일(금)<br/></div>"
https://phdkim.net/professor/10621/info/,"한양대학교
            생명과학과",https://jaewon-cho.github.io/,"<div class=""open-lab-content-area"">A computational biology lab focused on understanding various contexts at single-cell resolution, including both data analysis and method development<br/><br/>Approach<br/>-Single-cell RNA, TCR/BCR, ATAC, Spatial, Perturb-seq<br/>-Cancer &amp; Immunology<br/>-Mulit-modal integration<br/>-AI-based method development or analysis (GAN, LLM-based)<br/><br/>*Current interest<br/>-Perturbation in cancer biology using scRNA-seq or spatial transcriptomics<br/>-Method benchmarking for spatial transcriptomics</div>"
https://phdkim.net/professor/10538/info/,"경북대학교
            의생명융합공학과",https://sites.google.com/view/bitlab-knu,"<div class=""open-lab-content-area"">☞ 연구 분야 <br/>- 차세대 의료 영상 시스템<br/>- 광음향 영상 시스템 개발 및 생체 영상 기술<br/>- 웨어러블 헬스케어 기기<br/>- 세포/생체조직 초음파 자극 및 치료 기술<br/>- 인공지능을 활용한 의료 영상 진단/분석<br/><br/>자세한 내용은 아래의 연구실 홈페이지를 참고하길 바랍니다!<br/>https://sites.google.com/view/bitlab-knu<br/><br/>☞ 모집 과정<br/>석사, 박사, 석박통합 대학원생 상시모집<br/>의공학/전자/전기/기계/컴퓨터/신소재 등 기타 전공 분야<br/>★ 연구에 대한 흥미와 열정이 있는 학생<br/>★ 교수와 함께 성장하고 싶은 학생<br/><br/>☞ 모집 방법<br/>이름, 연락처, 성적증명서, CV를 아래의 메일로 보내주세요.<br/>Email: jwpark@knu.ac.kr </div>"
https://phdkim.net/professor/10613/info/,"성균관대학교(자연과학)
            화학과",https://www.inhokim-lab.com/,"<div class=""open-lab-content-area"">We are pioneering broad ranging interactive soft platforms grounded in fundamental chemical principles and materials science. Our mission is to open new pathways for next generation human-robot interfaces by seamlessly integrating novel soft devices that address practical biomedical challenges and enable revolutionary advances for human augmentation.</div>"
https://phdkim.net/professor/9547/info/,"UST
            생명정보학과",,
https://phdkim.net/professor/3700/info/,"POSTECH
            화학공학과",http://sonjs.postech.ac.kr/,"<div class=""open-lab-content-area"">POSTECH 기능성 무기 재료 설계 및 제조 실험실은 다양한 마이크로/나노 단위 입자를 화학적으로 합성 및 개질하고, 2D/3D 프린팅 공정 개발 및 제조를 통해 신개념, 신기능의 신소재 개발 연구를 수행하고 있습니다. 이를 위해 우리는 개별 빌딩 블록의 물리 화학적 특성과 다체 상호 작용을 제어하기 위한 화학적 전략을 연구함은 물론 마이크로 아키텍처의 구조적 설계를 통한 열적/전기적/기계적 특성의 제어 기술을 개발합니다. 궁극적으로, 에너지 및 전자 재료/소자 응용을 탐구하고 있습니다. <br/><br/>아래의 연구 주제에 관심있는 대학원생, 박사후연구원, 학부생 인턴을 모집하고 있습니다.<br/>-열전 에너지 소재/소자 3D 프린팅 및 발전/냉각 소자 연구<br/>-유한요소 시뮬레이션을 통한 최적 설계 및 3D 프린팅 연구<br/>-나노 소재를 이용한 마이크로 3D 프린팅 및 반도체 전자 소자 패터닝 연구<br/>-용액 공정 기반 박막 제조 및 반도체 전자 소자 연구<br/><br/>Web: http://sonjs.postech.ac.kr<br/>E-mail: sonjs@postech.ac.kr</div>"
https://phdkim.net/professor/10531/info/,"University of Texas at Arlington
            Department of Computer Science and Engineering",https://www.yoonchae.net/,"<div class=""open-lab-content-area"">○ 교수 소개<br/>University of Texas at Arlington(UTA) 의 Computer Science and Engineering(CSE) 채윤입니다. 저의 주요 연구 분야는 아래와 같습니다.<br/>1. high-speed next generation IoT systems<br/>2. Integrated sensing and communication<br/>3. Machine learning을 이용한 IoT 시스템의 간소화 및 최적화<br/>자세한 내용은 아래 링크를 참고하여 주시기 바랍니다.<br/>(https://www.yoonchae.net/)<br/><br/>○ 학교 및 학과 소개<br/>UTA는 미국 Texas주 Dallas의 서부 지역에 위치한 R-1(Very high research activity)에 속하는 텍사스 주립대 알링턴 캠퍼스(UTA)입니다. Dallas 지역은 미국 내 한인 거주 3위 지역으로, 생활 편의성이 뛰어나고 거주 비용이 저렴하며 한국과의 직항 노선이 있어 유학생에게 이상적인 조건을 갖춘 환경입니다. UTA 컴퓨터 공학과는 50년 이상의 역사를 가진 프로그램이고, 2024년 기준으로 컴퓨터 공학과 재학생 4255명이며, 60명의 tenure-track연구 교수와 31명의 teaching 교수진으로 이루어진 유망한 학과입니다. 우리 학과는 지난 해에 $1,100만 달러(약 154억 원)에 달하는 연구비를 지출하였고 100명에 가까운 교수진과 함께 계속해서 발전하고 있습니다.<br/></div>"
